收藏台,#genre#
CCTV8,http://183.93.223.228:8000/udp/239.69.1.125:10388$IPV4『线路40』,CCTV8
CCTV8,https://epg.pw/stream/16ce7a79d2fb02653cbbd81553872390bc8910f5054969356170ae99c2f175fe.m3u8$IPV4『线路21』,CCTV8
CCTV8,https://epg.pw/stream/f48875235ce63399ced8a8f27167ceea2fda31675f2b15a967a49f1ec6bba9f7.m3u8$IPV4『线路22』,CCTV8
CCTV8,https://epg.pw/stream/0d8f448dd2a81cd9017b6492abb8ca260442992e276e98b60144f7886698f5f9.ctv$IPV4『线路23』,CCTV8
CCTV8,https://epg.pw/stream/30bd348a82314f5e491f7560fdf29d785ec7416cba7ec655dc8fc09750d39b4a.m3u8$IPV4『线路24』,CCTV8
CCTV8,https://epg.pw/stream/7b5a6ea4439bfeeaf4f08a40e82f05988c6002bb7dca67ac7c2d61d1efca6ac7.m3u8$IPV4『线路25』,CCTV8
CCTV8,https://epg.pw/stream/3225eb155544574a700436db6d094e599b30f49fff403194afc9b43d7388352c.m3u8$IPV4『线路26』,CCTV8
CCTV8,https://epg.pw/stream/f4a4ccebc514a842e091aa8089baca22f370ee7cf5e431aaceeccabf352ef1eb.m3u8$IPV4『线路27』,CCTV8
CCTV8,https://epg.pw/stream/16ce7a79d2fb02653cbbd81553872390bc8910f5054969356170ae99c2f175fe.m3u8$IPV4『线路28』,CCTV8
CCTV8,https://epg.pw/stream/f48875235ce63399ced8a8f27167ceea2fda31675f2b15a967a49f1ec6bba9f7.m3u8$IPV4『线路29』,CCTV8
CCTV8,https://epg.pw/stream/0d8f448dd2a81cd9017b6492abb8ca260442992e276e98b60144f7886698f5f9.ctv$IPV4『线路30』,CCTV8
CCTV8,https://epg.pw/stream/30bd348a82314f5e491f7560fdf29d785ec7416cba7ec655dc8fc09750d39b4a.m3u8$IPV4『线路31』,CCTV8
CCTV8,https://epg.pw/stream/7b5a6ea4439bfeeaf4f08a40e82f05988c6002bb7dca67ac7c2d61d1efca6ac7.m3u8$IPV4『线路32』,CCTV8
CCTV8,https://epg.pw/stream/3225eb155544574a700436db6d094e599b30f49fff403194afc9b43d7388352c.m3u8$IPV4『线路33』,CCTV8
CCTV8,https://epg.pw/stream/f4a4ccebc514a842e091aa8089baca22f370ee7cf5e431aaceeccabf352ef1eb.m3u8$IPV4『线路34』,CCTV8
CCTV8,http://154.12.55.21/bjzb/zb.php?id=239.3.1.175:8001$IPV4『线路35』,CCTV8
CCTV8,http://154.12.55.21/zb/zb.php?id=239.253.92.195:6060$IPV4『线路36』,CCTV8
CCTV10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8$IPV6『线路1』,CCTV10
CCTV10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8$IPV6『线路2』,CCTV10
CCTV10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8?$IPV6『线路3』,CCTV10
CCTV10,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$IPV6『线路5』,CCTV10
CCTV10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8$IPV6『线路7』,CCTV10
CCTV10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$IPV6『线路8』,CCTV10
CCTV10,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8$IPV6『线路19』,CCTV10
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8$IPV4『线路21』,CCTV10
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8$IPV4『线路22』,CCTV10
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8$IPV4『线路23』,CCTV10
CCTV10,https://epg.pw/stream/33ea22757cba1b0db1f39c0b43548c021c847049eb781d27e3c96ce7edf818c9.m3u8$IPV4『线路24』,CCTV10
CCTV10,https://epg.pw/stream/eda703fff53e38655071972d02dbb7b599faa57b720e828bd35d8db2f4dff147.m3u8$IPV4『线路25』,CCTV10
CCTV10,https://epg.pw/stream/9ff529699f3b6a0d5a7f0aae87d4944817ba39cc804d10262699252a5a624bf2.m3u8$IPV4『线路26』,CCTV10
CCTV10,https://epg.pw/stream/090aa26df13ffbe97fa2de0bb57f14db7049f21c8de11f570b67151987eba9b1.m3u8$IPV4『线路27』,CCTV10
CCTV10,https://epg.pw/stream/b5623236fec5328e33430865dd3f496d5d0677531de9198706ea6ebf30261c7c.m3u8$IPV4『线路28』,CCTV10
CCTV10,https://epg.pw/stream/3614bbe5f3c15d8b80f42f054fd2fe92b7949fcd728a46599e70bf1cb386f0cb.m3u8$IPV4『线路29』,CCTV10
CCTV10,https://epg.pw/stream/47f2da5e9e93a257e9c47aeccfacef9ddb6665ab0752caa93aa4c6e3583ec64f.m3u8$IPV4『线路30』,CCTV10
CCTV10,https://epg.pw/stream/0937483bd03ffa7801b20d2dd1857d0806bb69dbd4a947475f1511d7d448c44a.m3u8$IPV4『线路31』,CCTV10
CCTV10,https://epg.pw/stream/33ea22757cba1b0db1f39c0b43548c021c847049eb781d27e3c96ce7edf818c9.m3u8$IPV4『线路32』,CCTV10
CCTV10,https://epg.pw/stream/eda703fff53e38655071972d02dbb7b599faa57b720e828bd35d8db2f4dff147.m3u8$IPV4『线路33』,CCTV10
CCTV10,https://epg.pw/stream/9ff529699f3b6a0d5a7f0aae87d4944817ba39cc804d10262699252a5a624bf2.m3u8$IPV4『线路34』,CCTV10
CCTV10,https://epg.pw/stream/090aa26df13ffbe97fa2de0bb57f14db7049f21c8de11f570b67151987eba9b1.m3u8$IPV4『线路35』,CCTV10
CCTV10,https://epg.pw/stream/b5623236fec5328e33430865dd3f496d5d0677531de9198706ea6ebf30261c7c.m3u8$IPV4『线路36』,CCTV10
CCTV10,https://epg.pw/stream/3614bbe5f3c15d8b80f42f054fd2fe92b7949fcd728a46599e70bf1cb386f0cb.m3u8$IPV4『线路37』,CCTV10
CCTV10,https://epg.pw/stream/47f2da5e9e93a257e9c47aeccfacef9ddb6665ab0752caa93aa4c6e3583ec64f.m3u8$IPV4『线路38』,CCTV10
CCTV10,https://epg.pw/stream/0937483bd03ffa7801b20d2dd1857d0806bb69dbd4a947475f1511d7d448c44a.m3u8$IPV4『线路39』,CCTV10
CCTV10,http://154.12.55.21/bjzb/zb.php?id=239.3.1.63:8116$IPV4『线路40』,CCTV10
CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$IPV6『线路1』,CCTV11
CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$IPV6『线路2』,CCTV11
CCTV11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/index.m3u8$IPV6『线路7』,CCTV11
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8$IPV6『线路13』,CCTV11
CCTV11,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$IPV6『线路18』,CCTV11
CCTV11,http://171.113.160.239:4022/udp/239.69.1.154:10560$IPV4『线路33』,CCTV11
CCTV11,http://119.102.238.146:8888/udp/239.69.1.154:10560$IPV4『线路34』,CCTV11
CCTV11,http://183.93.223.228:8000/udp/239.69.1.154:10560$IPV4『线路35』,CCTV11
CCTV11,http://119.98.133.130:4000/udp/239.69.1.154:10560$IPV4『线路36』,CCTV11
CCTV11,http://119.98.175.25:85/udp/239.69.1.154:10560$IPV4『线路37』,CCTV11
CCTV11,http://59.172.119.183:8880/udp/239.69.1.154:10560$IPV4『线路38』,CCTV11
CCTV11,http://27.30.72.53:8888/udp/239.69.1.154:10560$IPV4『线路39』,CCTV11
CCTV11,http://119.98.133.130:4000/udp/239.69.1.154:10560$IPV4『线路40』,CCTV11
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$IPV4『线路21』,CCTV11
CCTV11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8$IPV4『线路22』,CCTV11
CCTV11,https://epg.pw/stream/b080c852cb9670eadf04695aab611f33f4519bde026b7ac507c3001ca818ff01.m3u8$IPV4『线路23』,CCTV11
CCTV11,https://epg.pw/stream/380fd2a0e12a88935db9c3b90b011270ffebeaa45361fe123a2db80942184264.m3u8$IPV4『线路24』,CCTV11
CCTV11,https://epg.pw/stream/8feb8630d696cc1b00fc6689b933f13c899a4326fd16df1bdba40c6acd1df63e.m3u8$IPV4『线路25』,CCTV11
CCTV11,https://epg.pw/stream/675d68ed0047805ce30a2f8406f1e254d34befcf413d9239fa3d1b177370f40c.m3u8$IPV4『线路26』,CCTV11
CCTV11,https://epg.pw/stream/b080c852cb9670eadf04695aab611f33f4519bde026b7ac507c3001ca818ff01.m3u8$IPV4『线路27』,CCTV11
CCTV11,https://epg.pw/stream/380fd2a0e12a88935db9c3b90b011270ffebeaa45361fe123a2db80942184264.m3u8$IPV4『线路28』,CCTV11
CCTV11,https://epg.pw/stream/8feb8630d696cc1b00fc6689b933f13c899a4326fd16df1bdba40c6acd1df63e.m3u8$IPV4『线路29』,CCTV11
CCTV11,https://epg.pw/stream/675d68ed0047805ce30a2f8406f1e254d34befcf413d9239fa3d1b177370f40c.m3u8$IPV4『线路30』,CCTV11
CCTV11,http://154.12.55.21/bjzb/zb.php?id=239.3.1.152:8120$IPV4『线路31』,CCTV11
CCTV11,http://154.12.55.21/zb/zb.php?id=239.253.93.153:6321$IPV4『线路32』,CCTV11
CCTV12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$IPV6『线路1』,CCTV12
CCTV12,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002147/index.m3u8$IPV6『线路2』,CCTV12
CCTV12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$IPV6『线路3』,CCTV12
CCTV12,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$IPV6『线路4』,CCTV12
CCTV12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225731/index.m3u8$IPV6『线路5』,CCTV12
CCTV12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8?$IPV6『线路7』,CCTV12
CCTV12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8?$IPV6『线路14』,CCTV12
CCTV12,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002147/index.m3u8$IPV6『线路15』,CCTV12
CCTV12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8$IPV6『线路17』,CCTV12
CCTV12,http://171.113.160.239:4022/udp/239.69.1.106:10274$IPV4『线路39』,CCTV12
CCTV12,http://119.102.238.146:8888/udp/239.69.1.106:10274$IPV4『线路40』,CCTV12
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8$IPV4『线路21』,CCTV12
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$IPV4『线路22』,CCTV12
CCTV12,https://epg.pw/stream/606785673559b89523ae9a7b643efa266ff08386ce678c2a204216cc78c3efdd.m3u8$IPV4『线路23』,CCTV12
CCTV12,https://epg.pw/stream/713f8c42d89efd6b0b31ab22e8070a22a6eb54790b31f6e8ebe511775c1309f5.m3u8$IPV4『线路24』,CCTV12
CCTV12,https://epg.pw/stream/b0468d79ea902e3b48781da5ff9767e3fa65491b9944500bab58e8fd9bced0f3.m3u8$IPV4『线路25』,CCTV12
CCTV12,https://epg.pw/stream/9d14374c2b9fc15b3f1c2fe62daa4bfb7f14fae68a4935d1f5be5fc1af577241.m3u8$IPV4『线路26』,CCTV12
CCTV12,https://epg.pw/stream/324e6aa1dded3b4f9b181969fad75b68afe050090a40010aba5b8eb9cf1493a2.m3u8$IPV4『线路27』,CCTV12
CCTV12,https://epg.pw/stream/6ef13d2a5de3b06b2282d4ab1a59d1d8f0b42346b31f71f46eb2125c742008bc.m3u8$IPV4『线路28』,CCTV12
CCTV12,https://epg.pw/stream/b56ee9e1d0f23019fd81d5bbd340e1f906ccde559831976988795d5dbc718796.m3u8$IPV4『线路29』,CCTV12
CCTV12,https://epg.pw/stream/606785673559b89523ae9a7b643efa266ff08386ce678c2a204216cc78c3efdd.m3u8$IPV4『线路30』,CCTV12
CCTV12,https://epg.pw/stream/713f8c42d89efd6b0b31ab22e8070a22a6eb54790b31f6e8ebe511775c1309f5.m3u8$IPV4『线路31』,CCTV12
CCTV12,https://epg.pw/stream/b0468d79ea902e3b48781da5ff9767e3fa65491b9944500bab58e8fd9bced0f3.m3u8$IPV4『线路32』,CCTV12
CCTV12,https://epg.pw/stream/9d14374c2b9fc15b3f1c2fe62daa4bfb7f14fae68a4935d1f5be5fc1af577241.m3u8$IPV4『线路33』,CCTV12
CCTV12,https://epg.pw/stream/324e6aa1dded3b4f9b181969fad75b68afe050090a40010aba5b8eb9cf1493a2.m3u8$IPV4『线路34』,CCTV12
CCTV12,https://epg.pw/stream/6ef13d2a5de3b06b2282d4ab1a59d1d8f0b42346b31f71f46eb2125c742008bc.m3u8$IPV4『线路35』,CCTV12
CCTV12,https://epg.pw/stream/b56ee9e1d0f23019fd81d5bbd340e1f906ccde559831976988795d5dbc718796.m3u8$IPV4『线路36』,CCTV12
CCTV12,http://154.12.55.21/bjzb/zb.php?id=239.3.1.64:8124$IPV4『线路37』,CCTV12
CCTV12,http://154.12.55.21/zb/zb.php?id=239.253.92.197:6062$IPV4『线路38』,CCTV12
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$IPV6『线路1』,CCTV13
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8$IPV6『线路2』,CCTV13
CCTV13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8$IPV6『线路3』,CCTV13
CCTV13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$IPV6『线路6』,CCTV13
CCTV13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8?$IPV6『线路9』,CCTV13
CCTV13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226011/index.m3u8$IPV6『线路13』,CCTV13
CCTV13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8?$IPV6『线路14』,CCTV13
CCTV13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8$IPV6『线路15』,CCTV13
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8$IPV4『线路21』,CCTV13
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8$IPV4『线路22』,CCTV13
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8$IPV4『线路23』,CCTV13
CCTV13,https://epg.pw/stream/069b3db18ed7e22abd36bc19d185900fc7b42b88e7ffb7c04bbec2300ed1aada.ctv$IPV4『线路24』,CCTV13
CCTV13,https://epg.pw/stream/f775810be10706600c58373ca47c369fa14a21c1fb1fb953645eaa89b7811b7f.m3u8$IPV4『线路25』,CCTV13
CCTV13,https://epg.pw/stream/5e0c514e6ba3d091c01c511c50880499f6584b993ae7c5de863424917928ece8.ctv$IPV4『线路26』,CCTV13
CCTV13,https://epg.pw/stream/03708eabf767c88c351b767a1f625c4a6a26af598b506db563767d59720bf332.m3u8$IPV4『线路27』,CCTV13
CCTV13,https://epg.pw/stream/a1968efdac6a00d9b145649a1df4f2f4215882aa467305813824d1953a5b5b33.m3u8$IPV4『线路28』,CCTV13
CCTV13,https://epg.pw/stream/eaf6b9b2d576f79181b6050707c8f5729d82f01658112c9f03adca8de05b057e.m3u8$IPV4『线路29』,CCTV13
CCTV13,https://epg.pw/stream/5d3d047c64e44d0a24dc33e5700e579457201d2960036b43819bd930a0bb76a7.m3u8$IPV4『线路30』,CCTV13
CCTV13,https://epg.pw/stream/8221cea48ee0cdb1e6c24c1605b81905d56343fc75fb26130858a1d4d5e2aa63.m3u8$IPV4『线路31』,CCTV13
CCTV13,https://epg.pw/stream/5eff6ce6035c5ed07464e6c1a9482968c86bde95d5625615c4b87c15ef745dba.m3u8$IPV4『线路32』,CCTV13
CCTV13,https://epg.pw/stream/069b3db18ed7e22abd36bc19d185900fc7b42b88e7ffb7c04bbec2300ed1aada.ctv$IPV4『线路33』,CCTV13
CCTV13,https://epg.pw/stream/f775810be10706600c58373ca47c369fa14a21c1fb1fb953645eaa89b7811b7f.m3u8$IPV4『线路34』,CCTV13
CCTV13,https://epg.pw/stream/5e0c514e6ba3d091c01c511c50880499f6584b993ae7c5de863424917928ece8.ctv$IPV4『线路35』,CCTV13
CCTV13,https://epg.pw/stream/03708eabf767c88c351b767a1f625c4a6a26af598b506db563767d59720bf332.m3u8$IPV4『线路36』,CCTV13
CCTV13,https://epg.pw/stream/a1968efdac6a00d9b145649a1df4f2f4215882aa467305813824d1953a5b5b33.m3u8$IPV4『线路37』,CCTV13
CCTV13,https://epg.pw/stream/eaf6b9b2d576f79181b6050707c8f5729d82f01658112c9f03adca8de05b057e.m3u8$IPV4『线路38』,CCTV13
CCTV13,https://epg.pw/stream/5d3d047c64e44d0a24dc33e5700e579457201d2960036b43819bd930a0bb76a7.m3u8$IPV4『线路39』,CCTV13
CCTV13,https://epg.pw/stream/8221cea48ee0cdb1e6c24c1605b81905d56343fc75fb26130858a1d4d5e2aa63.m3u8$IPV4『线路40』,CCTV13
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8$IPV6『线路1』,CCTV14
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8$IPV6『线路2』,CCTV14
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8?$IPV6『线路3』,CCTV14
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8$IPV6『线路4』,CCTV14
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$IPV6『线路7』,CCTV14
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8$IPV6『线路9』,CCTV14
CCTV14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$IPV6『线路17』,CCTV14
CCTV14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$IPV6『线路19』,CCTV14
CCTV14,http://171.113.160.239:4022/udp/239.69.1.107:10280$IPV4『线路33』,CCTV14
CCTV14,http://119.102.238.146:8888/udp/239.69.1.107:10280$IPV4『线路34』,CCTV14
CCTV14,http://183.93.223.228:8000/udp/239.69.1.107:10280$IPV4『线路35』,CCTV14
CCTV14,http://119.98.133.130:4000/udp/239.69.1.107:10280$IPV4『线路36』,CCTV14
CCTV14,http://119.98.175.25:85/udp/239.69.1.107:10280$IPV4『线路37』,CCTV14
CCTV14,http://59.172.119.183:8880/udp/239.69.1.107:10280$IPV4『线路38』,CCTV14
CCTV14,http://27.30.72.53:8888/udp/239.69.1.107:10280$IPV4『线路39』,CCTV14
CCTV14,http://119.98.133.130:4000/udp/239.69.1.107:10280$IPV4『线路40』,CCTV14
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226591/index.m3u8$IPV4『线路21』,CCTV14
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8$IPV4『线路22』,CCTV14
CCTV14,https://epg.pw/stream/1d3b426c9fa06939dd399e831e8a2de95ab3698db955bd1ac9c5caa0ab8b26e5.m3u8$IPV4『线路23』,CCTV14
CCTV14,https://epg.pw/stream/8d9504bb6f6aaf6b37307fbeafa1e2ef9f16b67f19aa1bb361c52d8567b386fc.m3u8$IPV4『线路24』,CCTV14
CCTV14,https://epg.pw/stream/318722914b0180a05ca32723cab95d2e8986a6a28fb451445a2c009279f230be.m3u8$IPV4『线路25』,CCTV14
CCTV14,https://epg.pw/stream/83a5ea04ac7da0fa2e3ed621143ca53103245ebfb826bd308fe842712076b7b0.m3u8$IPV4『线路26』,CCTV14
CCTV14,https://epg.pw/stream/1d3b426c9fa06939dd399e831e8a2de95ab3698db955bd1ac9c5caa0ab8b26e5.m3u8$IPV4『线路27』,CCTV14
CCTV14,https://epg.pw/stream/8d9504bb6f6aaf6b37307fbeafa1e2ef9f16b67f19aa1bb361c52d8567b386fc.m3u8$IPV4『线路28』,CCTV14
CCTV14,https://epg.pw/stream/318722914b0180a05ca32723cab95d2e8986a6a28fb451445a2c009279f230be.m3u8$IPV4『线路29』,CCTV14
CCTV14,https://epg.pw/stream/83a5ea04ac7da0fa2e3ed621143ca53103245ebfb826bd308fe842712076b7b0.m3u8$IPV4『线路30』,CCTV14
CCTV14,http://154.12.55.21/bjzb/zb.php?id=239.3.1.65:8132$IPV4『线路31』,CCTV14
CCTV14,http://154.12.55.21/zb/zb.php?id=239.253.92.198:6063$IPV4『线路32』,CCTV14
CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$IPV6『线路1』,CCTV15
CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$IPV6『线路2』,CCTV15
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225601/index.m3u8$IPV6『线路4』,CCTV15
CCTV15,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8$IPV6『线路5』,CCTV15
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$IPV6『线路6』,CCTV15
CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226476/index.m3u8$IPV6『线路18』,CCTV15
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8$IPV6『线路19』,CCTV15
CCTV15,http://171.113.160.239:4022/udp/239.69.1.155:10566$IPV4『线路35』,CCTV15
CCTV15,http://119.102.238.146:8888/udp/239.69.1.155:10566$IPV4『线路36』,CCTV15
CCTV15,http://183.93.223.228:8000/udp/239.69.1.155:10566$IPV4『线路37』,CCTV15
CCTV15,http://119.98.133.130:4000/udp/239.69.1.155:10566$IPV4『线路38』,CCTV15
CCTV15,http://119.98.175.25:85/udp/239.69.1.155:10566$IPV4『线路39』,CCTV15
CCTV15,http://59.172.119.183:8880/udp/239.69.1.155:10566$IPV4『线路40』,CCTV15
CCTV15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8$IPV4『线路21』,CCTV15
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$IPV4『线路22』,CCTV15
CCTV15,https://epg.pw/stream/74c43481422c4b90c919e39d27b43a861321daf8b02fed67298398a1abdfd796.m3u8$IPV4『线路23』,CCTV15
CCTV15,https://epg.pw/stream/409bdf1e83ced37ad86108df4798cec0286376e4b8065d4ac68565d95a7ed498.m3u8$IPV4『线路24』,CCTV15
CCTV15,https://epg.pw/stream/01c9fb1d9f15e4e599c750e98b2eb7bbc166f9c5b13441d21172074e01d4ddd2.m3u8$IPV4『线路25』,CCTV15
CCTV15,https://epg.pw/stream/932e62bcafc868cc1eaff14be17c9daf412a1f5c2cd1b29b2d494bf07c6d5857.m3u8$IPV4『线路26』,CCTV15
CCTV15,https://epg.pw/stream/716e444b15e9f3211e6764719cd89b535a95fcff4fbb1c9d994afb7d9833b036.m3u8$IPV4『线路27』,CCTV15
CCTV15,https://epg.pw/stream/74c43481422c4b90c919e39d27b43a861321daf8b02fed67298398a1abdfd796.m3u8$IPV4『线路28』,CCTV15
CCTV15,https://epg.pw/stream/409bdf1e83ced37ad86108df4798cec0286376e4b8065d4ac68565d95a7ed498.m3u8$IPV4『线路29』,CCTV15
CCTV15,https://epg.pw/stream/01c9fb1d9f15e4e599c750e98b2eb7bbc166f9c5b13441d21172074e01d4ddd2.m3u8$IPV4『线路30』,CCTV15
CCTV15,https://epg.pw/stream/932e62bcafc868cc1eaff14be17c9daf412a1f5c2cd1b29b2d494bf07c6d5857.m3u8$IPV4『线路31』,CCTV15
CCTV15,https://epg.pw/stream/716e444b15e9f3211e6764719cd89b535a95fcff4fbb1c9d994afb7d9833b036.m3u8$IPV4『线路32』,CCTV15
CCTV15,http://154.12.55.21/bjzb/zb.php?id=239.3.1.153:8136$IPV4『线路33』,CCTV15
CCTV15,http://154.12.55.21/zb/zb.php?id=239.253.93.154:6322$IPV4『线路34』,CCTV15
CCTV16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV6『线路1』,CCTV16
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$IPV6『线路4』,CCTV16
CCTV16,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV6『线路5』,CCTV16
CCTV16,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV6『线路7』,CCTV16
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8$IPV6『线路8』,CCTV16
CCTV16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8?$IPV6『线路9』,CCTV16
CCTV16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8$IPV6『线路14』,CCTV16
CCTV16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV6『线路16』,CCTV16
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV6『线路17』,CCTV16
CCTV16,http://113.86.204.120:9999/udp/239.11.0.126:1025$IPV4『线路23』,CCTV16
CCTV16,http://223.10.63.66:8083/udp/239.1.1.122:8122$IPV4『线路26』,CCTV16
CCTV16,http://119.98.133.130:4000/rtp/239.69.1.247:11124$IPV4『线路28』,CCTV16
